Entity,Code,Year,Prevalence - Eating disorders - Sex: Both - Age: 20 to 24 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 10 to 14 (Percent),Prevalence - Eating disorders - Sex: Both - Age: All Ages (Percent),Prevalence - Eating disorders - Sex: Both - Age: 30 to 34 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 25 to 29 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 5-14 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 50-69 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: 70+ years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 15 to 19 (Percent)
Armenia,ARM,1993,0.25,0.08,0.11,0.23,0.24,0.04,0,0.1,0,0.21
Armenia,ARM,1994,0.25,0.08,0.11,0.22,0.24,0.04,0,0.1,0,0.2
Armenia,ARM,1995,0.24,0.08,0.1,0.22,0.23,0.04,0,0.1,0,0.2
Armenia,ARM,1996,0.24,0.07,0.1,0.22,0.23,0.04,0,0.1,0,0.2
Armenia,ARM,1997,0.24,0.07,0.1,0.21,0.23,0.04,0,0.1,0,0.2
Armenia,ARM,1998,0.24,0.07,0.1,0.21,0.22,0.04,0,0.09,0,0.19
Armenia,ARM,1999,0.24,0.07,0.1,0.21,0.22,0.04,0,0.09,0,0.19
Armenia,ARM,2000,0.23,0.07,0.1,0.21,0.22,0.04,0,0.09,0,0.19
Armenia,ARM,2001,0.24,0.07,0.1,0.21,0.22,0.04,0,0.1,0,0.2
Armenia,ARM,2002,0.24,0.07,0.1,0.22,0.23,0.04,0,0.1,0,0.2
Armenia,ARM,2003,0.25,0.08,0.1,0.22,0.23,0.05,0,0.1,0,0.2
Armenia,ARM,2004,0.25,0.08,0.11,0.23,0.24,0.05,0,0.1,0,0.21
Armenia,ARM,2005,0.26,0.08,0.11,0.24,0.25,0.05,0,0.11,0,0.22
Armenia,ARM,2006,0.27,0.08,0.11,0.25,0.26,0.05,0,0.11,0,0.22
Armenia,ARM,2007,0.28,0.08,0.12,0.25,0.26,0.05,0,0.11,0,0.23
Armenia,ARM,2008,0.28,0.09,0.12,0.26,0.27,0.05,0,0.12,0,0.23
Armenia,ARM,2009,0.29,0.09,0.12,0.27,0.28,0.05,0,0.12,0,0.24
Armenia,ARM,2010,0.3,0.09,0.13,0.27,0.29,0.05,0,0.12,0,0.24
Armenia,ARM,2011,0.3,0.09,0.13,0.28,0.29,0.05,0,0.12,0,0.25
Armenia,ARM,2012,0.31,0.09,0.13,0.28,0.3,0.05,0,0.13,0,0.25
Armenia,ARM,2013,0.31,0.09,0.13,0.29,0.3,0.04,0,0.13,0,0.25
Armenia,ARM,2014,0.32,0.09,0.13,0.29,0.3,0.04,0,0.13,0,0.25
Armenia,ARM,2015,0.32,0.09,0.13,0.29,0.31,0.04,0,0.13,0,0.26
Armenia,ARM,2016,0.32,0.09,0.13,0.3,0.31,0.04,0,0.13,0,0.26
Armenia,ARM,2017,0.32,0.1,0.13,0.3,0.31,0.05,0,0.13,0,0.26
Armenia,ARM,2018,0.33,0.1,0.13,0.3,0.32,0.05,0,0.13,0,0.26
Armenia,ARM,2019,0.33,0.1,0.13,0.31,0.32,0.05,0,0.13,0,0.26
Australia,AUS,1990,2.02,0.38,0.81,1.75,1.97,0.2,0,0.78,0,1.34
Australia,AUS,1991,2.03,0.39,0.82,1.76,1.98,0.2,0,0.79,0,1.35
Australia,AUS,1992,2.03,0.39,0.82,1.77,1.99,0.21,0,0.79,0,1.36
Australia,AUS,1993,2.05,0.4,0.82,1.78,2,0.21,0,0.8,0,1.37
Australia,AUS,1994,2.05,0.4,0.82,1.78,2.01,0.21,0,0.8,0,1.39
Australia,AUS,1995,2.06,0.41,0.81,1.79,2.01,0.22,0,0.81,0,1.41
Australia,AUS,1996,2.08,0.41,0.81,1.81,2.02,0.22,0,0.81,0,1.44
Australia,AUS,1997,2.1,0.42,0.82,1.84,2.05,0.22,0,0.83,0,1.51
Australia,AUS,1998,2.13,0.43,0.82,1.86,2.07,0.22,0,0.84,0,1.58
Australia,AUS,1999,2.16,0.43,0.82,1.9,2.1,0.22,0,0.85,0,1.65
Australia,AUS,2000,2.19,0.44,0.83,1.93,2.12,0.23,0,0.86,0,1.7
Australia,AUS,2001,2.25,0.45,0.84,1.99,2.18,0.23,0,0.89,0,1.72
Australia,AUS,2002,2.36,0.46,0.87,2.11,2.3,0.24,0,0.93,0,1.76
Australia,AUS,2003,2.49,0.47,0.91,2.24,2.44,0.25,0,0.98,0,1.79
Australia,AUS,2004,2.6,0.48,0.94,2.35,2.57,0.25,0,1.02,0,1.82
Australia,AUS,2005,2.68,0.48,0.96,2.41,2.64,0.26,0,1.04,0,1.85
Australia,AUS,2006,2.71,0.49,0.97,2.44,2.68,0.26,0,1.06,0,1.87
Australia,AUS,2007,2.75,0.49,0.97,2.46,2.7,0.26,0,1.06,0,1.89
Australia,AUS,2008,2.78,0.49,0.98,2.48,2.73,0.26,0,1.07,0,1.91
Australia,AUS,2009,2.81,0.49,0.98,2.49,2.76,0.26,0,1.08,0,1.92
Australia,AUS,2010,2.82,0.5,0.98,2.51,2.78,0.26,0,1.09,0,1.93
Australia,AUS,2011,2.84,0.5,0.99,2.52,2.8,0.26,0,1.09,0,1.94
Australia,AUS,2012,2.86,0.49,0.99,2.54,2.81,0.25,0,1.1,0,1.95
Australia,AUS,2013,2.87,0.49,0.99,2.55,2.83,0.24,0,1.1,0,1.95
Australia,AUS,2014,2.88,0.48,0.99,2.56,2.85,0.24,0,1.11,0,1.96
Australia,AUS,2015,2.89,0.48,0.99,2.57,2.86,0.24,0,1.11,0,1.96
Australia,AUS,2016,2.9,0.48,0.99,2.58,2.87,0.24,0,1.11,0,1.97
Australia,AUS,2017,2.91,0.48,0.99,2.59,2.88,0.24,0,1.11,0,1.98
Australia,AUS,2018,2.93,0.49,1,2.6,2.91,0.25,0,1.12,0,1.95
Australia,AUS,2019,2.99,0.51,1,2.63,2.98,0.27,0,1.14,0,1.86
Austria,AUT,1990,1.11,0.31,0.45,0.95,1.07,0.16,0,0.46,0,0.85
Austria,AUT,1991,1.13,0.31,0.46,0.97,1.09,0.16,0,0.46,0,0.87
Austria,AUT,1992,1.15,0.31,0.46,0.98,1.11,0.16,0,0.47,0,0.87
Austria,AUT,1993,1.17,0.32,0.46,0.99,1.13,0.17,0,0.48,0,0.88
Austria,AUT,1994,1.19,0.32,0.47,1,1.15,0.17,0,0.48,0,0.89
Austria,AUT,1995,1.21,0.32,0.47,1.02,1.17,0.17,0,0.49,0,0.9
Austria,AUT,1996,1.23,0.32,0.47,1.03,1.19,0.17,0,0.5,0,0.91
Austria,AUT,1997,1.25,0.33,0.47,1.04,1.21,0.17,0,0.5,0,0.92
Austria,AUT,1998,1.27,0.33,0.48,1.06,1.23,0.17,0,0.51,0,0.93
Austria,AUT,1999,1.28,0.33,0.48,1.08,1.26,0.17,0,0.52,0,0.94
Austria,AUT,2000,1.3,0.33,0.48,1.09,1.27,0.17,0,0.52,0,0.94
Austria,AUT,2001,1.32,0.33,0.49,1.11,1.3,0.18,0,0.53,0,0.95
Austria,AUT,2002,1.34,0.34,0.49,1.13,1.32,0.18,0,0.54,0,0.96
Austria,AUT,2003,1.36,0.34,0.5,1.15,1.34,0.18,0,0.55,0,0.96
Austria,AUT,2004,1.38,0.34,0.5,1.17,1.36,0.19,0,0.56,0,0.97
Austria,AUT,2005,1.4,0.34,0.5,1.19,1.38,0.19,0,0.56,0,0.97
Austria,AUT,2006,1.42,0.34,0.51,1.21,1.4,0.19,0,0.57,0,0.98
Austria,AUT,2007,1.45,0.34,0.51,1.23,1.43,0.19,0,0.58,0,0.99
Austria,AUT,2008,1.48,0.35,0.52,1.25,1.46,0.19,0,0.59,0,1.01
Austria,AUT,2009,1.5,0.35,0.52,1.26,1.49,0.19,0,0.6,0,1.02
Austria,AUT,2010,1.52,0.35,0.52,1.28,1.51,0.19,0,0.6,0,1.03
Austria,AUT,2011,1.53,0.35,0.52,1.29,1.52,0.19,0,0.61,0,1.03
Austria,AUT,2012,1.53,0.35,0.52,1.29,1.53,0.19,0,0.61,0,1.03
Austria,AUT,2013,1.54,0.36,0.52,1.31,1.53,0.19,0,0.61,0,1.04
Austria,AUT,2014,1.54,0.36,0.52,1.31,1.54,0.19,0,0.62,0,1.04
Austria,AUT,2015,1.54,0.36,0.52,1.32,1.54,0.19,0,0.62,0,1.03
Austria,AUT,2016,1.52,0.36,0.51,1.31,1.52,0.19,0,0.61,0,1.03
Austria,AUT,2017,1.52,0.36,0.51,1.3,1.5,0.19,0,0.61,0,1.03
Austria,AUT,2018,1.51,0.36,0.51,1.31,1.51,0.19,0,0.61,0,1.04
Austria,AUT,2019,1.52,0.37,0.51,1.31,1.52,0.2,0,0.62,0,1.05
Azerbaijan,AZE,1990,0.32,0.09,0.14,0.3,0.31,0.04,0,0.13,0,0.25
Azerbaijan,AZE,1991,0.31,0.09,0.14,0.29,0.3,0.04,0,0.13,0,0.25
Azerbaijan,AZE,1992,0.3,0.09,0.14,0.28,0.3,0.04,0,0.12,0,0.24
Azerbaijan,AZE,1993,0.29,0.09,0.13,0.27,0.29,0.04,0,0.12,0,0.24
Azerbaijan,AZE,1994,0.29,0.09,0.13,0.27,0.28,0.04,0,0.12,0,0.23
Azerbaijan,AZE,1995,0.28,0.08,0.13,0.26,0.27,0.04,0,0.11,0,0.23
Azerbaijan,AZE,1996,0.27,0.08,0.12,0.25,0.26,0.04,0,0.11,0,0.22
Azerbaijan,AZE,1997,0.26,0.08,0.12,0.24,0.25,0.04,0,0.11,0,0.21
Azerbaijan,AZE,1998,0.25,0.08,0.12,0.23,0.24,0.04,0,0.1,0,0.21
Azerbaijan,AZE,1999,0.25,0.08,0.11,0.23,0.24,0.04,0,0.1,0,0.2
Azerbaijan,AZE,2000,0.25,0.08,0.11,0.22,0.23,0.04,0,0.1,0,0.2
Azerbaijan,AZE,2001,0.25,0.08,0.11,0.22,0.23,0.04,0,0.1,0,0.2
Azerbaijan,AZE,2002,0.25,0.08,0.11,0.23,0.24,0.04,0,0.1,0,0.21
Azerbaijan,AZE,2003,0.25,0.08,0.12,0.23,0.24,0.04,0,0.1,0,0.21
Azerbaijan,AZE,2004,0.26,0.08,0.12,0.24,0.25,0.05,0,0.1,0,0.21
Azerbaijan,AZE,2005,0.26,0.08,0.12,0.24,0.25,0.05,0,0.11,0,0.22
Azerbaijan,AZE,2006,0.27,0.08,0.13,0.25,0.26,0.05,0,0.11,0,0.22
Azerbaijan,AZE,2007,0.29,0.09,0.14,0.26,0.28,0.05,0,0.12,0,0.23
Azerbaijan,AZE,2008,0.3,0.09,0.14,0.28,0.29,0.05,0,0.12,0,0.25
Azerbaijan,AZE,2009,0.32,0.1,0.15,0.29,0.31,0.05,0,0.13,0,0.26
Azerbaijan,AZE,2010,0.33,0.1,0.16,0.31,0.32,0.05,0,0.14,0,0.27
Azerbaijan,AZE,2011,0.34,0.1,0.16,0.31,0.33,0.05,0,0.14,0,0.27
Azerbaijan,AZE,2012,0.35,0.1,0.16,0.32,0.34,0.05,0,0.14,0,0.28
Azerbaijan,AZE,2013,0.36,0.1,0.16,0.33,0.35,0.05,0,0.15,0,0.28
Azerbaijan,AZE,2014,0.36,0.11,0.17,0.34,0.35,0.05,0,0.15,0,0.29
Azerbaijan,AZE,2015,0.37,0.11,0.17,0.34,0.36,0.05,0,0.15,0,0.29
Azerbaijan,AZE,2016,0.37,0.11,0.17,0.34,0.36,0.05,0,0.15,0,0.29
Azerbaijan,AZE,2017,0.37,0.11,0.17,0.35,0.36,0.05,0,0.15,0,0.29
Azerbaijan,AZE,2018,0.37,0.11,0.17,0.35,0.36,0.05,0,0.15,0,0.29
Azerbaijan,AZE,2019,0.37,0.11,0.16,0.35,0.37,0.05,0,0.15,0,0.29
Bahamas,BHS,1990,0.81,0.16,0.36,0.7,0.8,0.08,0,0.3,0,0.52
Bahamas,BHS,1991,0.8,0.15,0.36,0.69,0.79,0.08,0,0.3,0,0.52
Bahamas,BHS,1992,0.8,0.15,0.35,0.69,0.79,0.08,0,0.3,0,0.52
Bahamas,BHS,1993,0.8,0.15,0.35,0.69,0.78,0.08,0,0.3,0,0.51
Bahamas,BHS,1994,0.8,0.15,0.35,0.69,0.78,0.08,0,0.3,0,0.51
Bahamas,BHS,1995,0.8,0.15,0.35,0.69,0.78,0.08,0,0.3,0,0.51
Bahamas,BHS,1996,0.8,0.15,0.34,0.69,0.78,0.08,0,0.3,0,0.52
Bahamas,BHS,1997,0.8,0.15,0.34,0.69,0.78,0.08,0,0.3,0,0.52
Bahamas,BHS,1998,0.81,0.15,0.34,0.69,0.79,0.08,0,0.3,0,0.52
Bahamas,BHS,1999,0.82,0.16,0.34,0.69,0.8,0.08,0,0.3,0,0.52
Bahamas,BHS,2000,0.82,0.16,0.34,0.7,0.8,0.07,0,0.3,0,0.52
Bahamas,BHS,2001,0.83,0.16,0.34,0.7,0.81,0.08,0,0.31,0,0.53
Bahamas,BHS,2002,0.83,0.16,0.35,0.71,0.82,0.08,0,0.31,0,0.53
Bahamas,BHS,2003,0.83,0.16,0.35,0.72,0.83,0.08,0,0.31,0,0.53
Bahamas,BHS,2004,0.84,0.16,0.35,0.73,0.83,0.08,0,0.31,0,0.53
Bahamas,BHS,2005,0.84,0.16,0.35,0.73,0.83,0.08,0,0.32,0,0.53
Bahamas,BHS,2006,0.84,0.16,0.35,0.73,0.84,0.09,0,0.32,0,0.53
Bahamas,BHS,2007,0.84,0.16,0.34,0.73,0.84,0.08,0,0.31,0,0.53
Bahamas,BHS,2008,0.84,0.16,0.34,0.73,0.83,0.08,0,0.31,0,0.54
Bahamas,BHS,2009,0.84,0.16,0.34,0.72,0.83,0.08,0,0.31,0,0.54
Bahamas,BHS,2010,0.84,0.16,0.34,0.72,0.83,0.08,0,0.31,0,0.54
Bahamas,BHS,2011,0.83,0.16,0.33,0.72,0.82,0.08,0,0.31,0,0.54
Bahamas,BHS,2012,0.83,0.16,0.33,0.72,0.82,0.08,0,0.31,0,0.53
Bahamas,BHS,2013,0.83,0.16,0.33,0.71,0.82,0.08,0,0.31,0,0.53
Bahamas,BHS,2014,0.82,0.16,0.33,0.71,0.81,0.08,0,0.31,0,0.53
Bahamas,BHS,2015,0.82,0.16,0.33,0.71,0.81,0.08,0,0.31,0,0.53
Bahamas,BHS,2016,0.82,0.16,0.32,0.71,0.81,0.09,0,0.31,0,0.53
Bahamas,BHS,2017,0.82,0.16,0.32,0.71,0.81,0.09,0,0.31,0,0.53
Bahamas,BHS,2018,0.82,0.16,0.32,0.71,0.81,0.09,0,0.31,0,0.53
Bahamas,BHS,2019,0.81,0.16,0.32,0.71,0.8,0.09,0,0.31,0,0.53
Bahrain,BHR,1990,0.67,0.19,0.35,0.62,0.63,0.09,0,0.27,0,0.58
Bahrain,BHR,1991,0.67,0.19,0.35,0.63,0.64,0.09,0,0.27,0,0.57
Bahrain,BHR,1992,0.67,0.19,0.35,0.63,0.64,0.09,0,0.27,0,0.56
Bahrain,BHR,1993,0.68,0.19,0.35,0.63,0.65,0.09,0,0.28,0,0.56
Bahrain,BHR,1994,0.68,0.19,0.35,0.64,0.65,0.09,0,0.28,0,0.56
Bahrain,BHR,1995,0.68,0.19,0.35,0.64,0.65,0.09,0,0.28,0,0.56
Bahrain,BHR,1996,0.67,0.19,0.35,0.65,0.65,0.09,0,0.28,0,0.57
Bahrain,BHR,1997,0.66,0.19,0.35,0.65,0.66,0.09,0,0.28,0,0.56
Bahrain,BHR,1998,0.66,0.19,0.35,0.66,0.66,0.09,0,0.28,0,0.56
Bahrain,BHR,1999,0.66,0.19,0.35,0.66,0.66,0.09,0,0.28,0,0.57
Bahrain,BHR,2000,0.67,0.19,0.35,0.65,0.66,0.09,0,0.28,0,0.57
Bahrain,BHR,2001,0.68,0.19,0.35,0.66,0.65,0.09,0,0.28,0,0.58
Bahrain,BHR,2002,0.68,0.19,0.36,0.66,0.64,0.09,0,0.28,0,0.58
Bahrain,BHR,2003,0.66,0.19,0.36,0.66,0.65,0.09,0,0.28,0,0.58
Bahrain,BHR,2004,0.65,0.2,0.37,0.66,0.65,0.09,0,0.28,0,0.58
Bahrain,BHR,2005,0.65,0.2,0.38,0.66,0.65,0.1,0,0.28,0,0.58
Bahrain,BHR,2006,0.65,0.2,0.38,0.65,0.66,0.1,0,0.28,0,0.58
Bahrain,BHR,2007,0.66,0.2,0.38,0.65,0.65,0.1,0,0.28,0,0.58
Bahrain,BHR,2008,0.67,0.2,0.39,0.65,0.64,0.1,0,0.28,0,0.59
Bahrain,BHR,2009,0.68,0.2,0.39,0.65,0.63,0.1,0,0.28,0,0.59
Bahrain,BHR,2010,0.68,0.2,0.39,0.66,0.63,0.1,0,0.28,0,0.59
Bahrain,BHR,2011,0.69,0.2,0.38,0.66,0.64,0.1,0,0.29,0,0.6
Bahrain,BHR,2012,0.7,0.2,0.38,0.66,0.65,0.1,0,0.29,0,0.6
Bahrain,BHR,2013,0.71,0.2,0.38,0.66,0.67,0.1,0,0.29,0,0.6
Bahrain,BHR,2014,0.71,0.2,0.38,0.66,0.68,0.1,0,0.29,0,0.6
Bahrain,BHR,2015,0.72,0.2,0.37,0.66,0.69,0.11,0,0.29,0,0.6
Bahrain,BHR,2016,0.73,0.21,0.36,0.67,0.7,0.11,0,0.3,0,0.6
Bahrain,BHR,2017,0.74,0.21,0.35,0.69,0.71,0.11,0,0.3,0,0.61
Bahrain,BHR,2018,0.74,0.21,0.35,0.7,0.72,0.11,0,0.3,0,0.61
Bahrain,BHR,2019,0.75,0.21,0.34,0.7,0.73,0.11,0,0.3,0,0.61
Bangladesh,BGD,1990,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Bangladesh,BGD,1991,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Bangladesh,BGD,1992,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Bangladesh,BGD,1993,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Bangladesh,BGD,1994,0.22,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Bangladesh,BGD,1995,0.22,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Bangladesh,BGD,1996,0.22,0.07,0.09,0.21,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,1997,0.23,0.06,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,1998,0.23,0.06,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,1999,0.23,0.06,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,2000,0.23,0.06,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,2001,0.23,0.07,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,2002,0.23,0.07,0.1,0.21,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,2003,0.23,0.07,0.1,0.22,0.22,0.03,0,0.09,0,0.18
Bangladesh,BGD,2004,0.23,0.07,0.1,0.22,0.23,0.03,0,0.09,0,0.19
Bangladesh,BGD,2005,0.23,0.07,0.1,0.22,0.23,0.03,0,0.09,0,0.19
Bangladesh,BGD,2006,0.23,0.07,0.11,0.22,0.23,0.03,0,0.09,0,0.19
Bangladesh,BGD,2007,0.24,0.07,0.11,0.23,0.23,0.03,0,0.1,0,0.19
Bangladesh,BGD,2008,0.24,0.07,0.11,0.23,0.24,0.03,0,0.1,0,0.19
Bangladesh,BGD,2009,0.25,0.07,0.11,0.24,0.24,0.03,0,0.1,0,0.2
Bangladesh,BGD,2010,0.25,0.07,0.11,0.24,0.25,0.03,0,0.1,0,0.2
Bangladesh,BGD,2011,0.26,0.07,0.11,0.24,0.25,0.04,0,0.1,0,0.2
Bangladesh,BGD,2012,0.26,0.07,0.12,0.24,0.25,0.04,0,0.1,0,0.21
Bangladesh,BGD,2013,0.26,0.07,0.12,0.25,0.25,0.04,0,0.11,0,0.21
Bangladesh,BGD,2014,0.27,0.08,0.12,0.25,0.26,0.04,0,0.11,0,0.21
Bangladesh,BGD,2015,0.27,0.08,0.12,0.26,0.26,0.04,0,0.11,0,0.22
Bangladesh,BGD,2016,0.28,0.08,0.13,0.27,0.27,0.04,0,0.11,0,0.22
Bangladesh,BGD,2017,0.29,0.08,0.13,0.27,0.28,0.04,0,0.12,0,0.23
Bangladesh,BGD,2018,0.29,0.08,0.13,0.28,0.28,0.04,0,0.12,0,0.23
Bangladesh,BGD,2019,0.29,0.08,0.13,0.28,0.29,0.04,0,0.12,0,0.23
Barbados,BRB,1990,0.65,0.13,0.27,0.56,0.63,0.07,0,0.24,0,0.43
Barbados,BRB,1991,0.65,0.13,0.27,0.56,0.63,0.07,0,0.24,0,0.43
Barbados,BRB,1992,0.65,0.13,0.26,0.55,0.63,0.07,0,0.24,0,0.43
Barbados,BRB,1993,0.64,0.13,0.26,0.56,0.63,0.07,0,0.24,0,0.43
Barbados,BRB,1994,0.65,0.13,0.26,0.56,0.63,0.07,0,0.24,0,0.43
Barbados,BRB,1995,0.65,0.13,0.26,0.56,0.63,0.07,0,0.24,0,0.43
Barbados,BRB,1996,0.65,0.13,0.26,0.56,0.63,0.07,0,0.24,0,0.43
Barbados,BRB,1997,0.66,0.13,0.26,0.56,0.64,0.07,0,0.25,0,0.44
Barbados,BRB,1998,0.66,0.13,0.26,0.56,0.64,0.07,0,0.25,0,0.44
Barbados,BRB,1999,0.66,0.13,0.26,0.56,0.65,0.07,0,0.25,0,0.44
Barbados,BRB,2000,0.67,0.13,0.25,0.57,0.65,0.07,0,0.25,0,0.44
Barbados,BRB,2001,0.67,0.13,0.25,0.57,0.65,0.07,0,0.25,0,0.44
Barbados,BRB,2002,0.67,0.14,0.25,0.57,0.65,0.07,0,0.25,0,0.44
Barbados,BRB,2003,0.67,0.13,0.25,0.58,0.65,0.07,0,0.25,0,0.44
Barbados,BRB,2004,0.67,0.13,0.25,0.58,0.65,0.07,0,0.25,0,0.44
Barbados,BRB,2005,0.68,0.14,0.24,0.58,0.66,0.07,0,0.25,0,0.44
Barbados,BRB,2006,0.67,0.14,0.24,0.58,0.66,0.07,0,0.25,0,0.44
Barbados,BRB,2007,0.68,0.14,0.24,0.58,0.66,0.07,0,0.25,0,0.45
Barbados,BRB,2008,0.68,0.14,0.24,0.59,0.67,0.07,0,0.26,0,0.45
Barbados,BRB,2009,0.69,0.14,0.24,0.59,0.67,0.07,0,0.26,0,0.45
Barbados,BRB,2010,0.69,0.14,0.24,0.59,0.67,0.07,0,0.26,0,0.46
Barbados,BRB,2011,0.68,0.14,0.23,0.59,0.67,0.07,0,0.26,0,0.45
Barbados,BRB,2012,0.68,0.14,0.23,0.58,0.67,0.07,0,0.26,0,0.45
Barbados,BRB,2013,0.68,0.14,0.23,0.58,0.66,0.07,0,0.25,0,0.45
Barbados,BRB,2014,0.68,0.14,0.23,0.57,0.66,0.07,0,0.25,0,0.45
Barbados,BRB,2015,0.68,0.14,0.22,0.57,0.66,0.07,0,0.25,0,0.45
Barbados,BRB,2016,0.68,0.14,0.22,0.58,0.66,0.07,0,0.25,0,0.45
Barbados,BRB,2017,0.68,0.14,0.22,0.58,0.66,0.07,0,0.25,0,0.45
Barbados,BRB,2018,0.68,0.14,0.22,0.58,0.66,0.07,0,0.25,0,0.45
Barbados,BRB,2019,0.68,0.14,0.22,0.58,0.66,0.07,0,0.25,0,0.45
Belarus,BLR,1990,0.29,0.09,0.11,0.27,0.28,0.04,0,0.12,0,0.24
Belarus,BLR,1991,0.29,0.09,0.11,0.26,0.27,0.04,0,0.12,0,0.23
Belarus,BLR,1992,0.28,0.09,0.11,0.26,0.27,0.04,0,0.11,0,0.23
Belarus,BLR,1993,0.28,0.08,0.11,0.26,0.27,0.04,0,0.11,0,0.23
Belarus,BLR,1994,0.28,0.08,0.11,0.25,0.26,0.04,0,0.11,0,0.22
Belarus,BLR,1995,0.27,0.08,0.11,0.25,0.26,0.04,0,0.11,0,0.22
Belarus,BLR,1996,0.27,0.08,0.11,0.25,0.26,0.04,0,0.11,0,0.22
Belarus,BLR,1997,0.27,0.08,0.1,0.24,0.25,0.04,0,0.11,0,0.22
Belarus,BLR,1998,0.26,0.08,0.1,0.24,0.25,0.05,0,0.11,0,0.22
Belarus,BLR,1999,0.26,0.08,0.1,0.24,0.25,0.05,0,0.11,0,0.22
Belarus,BLR,2000,0.26,0.08,0.1,0.24,0.25,0.05,0,0.11,0,0.22
Belarus,BLR,2001,0.26,0.08,0.1,0.24,0.25,0.05,0,0.11,0,0.22
Belarus,BLR,2002,0.27,0.08,0.11,0.24,0.25,0.05,0,0.11,0,0.22
Belarus,BLR,2003,0.27,0.08,0.11,0.25,0.26,0.05,0,0.11,0,0.22
Belarus,BLR,2004,0.28,0.08,0.11,0.25,0.26,0.05,0,0.11,0,0.23
Belarus,BLR,2005,0.28,0.09,0.11,0.26,0.27,0.05,0,0.11,0,0.23
Belarus,BLR,2006,0.29,0.09,0.11,0.26,0.27,0.05,0,0.12,0,0.24
Belarus,BLR,2007,0.29,0.09,0.12,0.27,0.28,0.05,0,0.12,0,0.24
Belarus,BLR,2008,0.3,0.09,0.12,0.28,0.29,0.05,0,0.12,0,0.25
Belarus,BLR,2009,0.31,0.09,0.12,0.28,0.29,0.05,0,0.13,0,0.25
Belarus,BLR,2010,0.31,0.09,0.12,0.29,0.3,0.05,0,0.13,0,0.26
Belarus,BLR,2011,0.32,0.1,0.12,0.29,0.31,0.05,0,0.13,0,0.26
Belarus,BLR,2012,0.32,0.1,0.12,0.3,0.31,0.05,0,0.13,0,0.27
Belarus,BLR,2013,0.33,0.1,0.12,0.31,0.32,0.05,0,0.14,0,0.27
Belarus,BLR,2014,0.34,0.1,0.13,0.31,0.33,0.05,0,0.14,0,0.28
Belarus,BLR,2015,0.34,0.1,0.12,0.32,0.33,0.05,0,0.14,0,0.28
Belarus,BLR,2016,0.35,0.1,0.12,0.32,0.33,0.05,0,0.14,0,0.28
Belarus,BLR,2017,0.35,0.1,0.12,0.32,0.34,0.05,0,0.14,0,0.28
Belarus,BLR,2018,0.35,0.1,0.12,0.32,0.34,0.05,0,0.14,0,0.28
Belarus,BLR,2019,0.35,0.1,0.12,0.33,0.34,0.05,0,0.14,0,0.28
Belgium,BEL,1990,0.97,0.28,0.38,0.82,0.93,0.15,0,0.4,0,0.77
Belgium,BEL,1991,0.98,0.28,0.38,0.83,0.94,0.15,0,0.4,0,0.78
Belgium,BEL,1992,0.99,0.28,0.38,0.84,0.95,0.15,0,0.41,0,0.78
Belgium,BEL,1993,1.01,0.29,0.39,0.85,0.96,0.16,0,0.41,0,0.79
Belgium,BEL,1994,1.01,0.29,0.39,0.86,0.97,0.16,0,0.42,0,0.79
Belgium,BEL,1995,1.02,0.29,0.39,0.86,0.97,0.16,0,0.42,0,0.8
Belgium,BEL,1996,1.02,0.29,0.38,0.86,0.98,0.16,0,0.42,0,0.81
Belgium,BEL,1997,1.03,0.29,0.38,0.87,0.98,0.16,0,0.42,0,0.81
Belgium,BEL,1998,1.03,0.29,0.38,0.87,0.99,0.15,0,0.43,0,0.81
Belgium,BEL,1999,1.03,0.3,0.38,0.88,0.99,0.16,0,0.43,0,0.82
Belgium,BEL,2000,1.04,0.3,0.38,0.88,1,0.16,0,0.43,0,0.83
Belgium,BEL,2001,1.05,0.3,0.38,0.88,1,0.16,0,0.43,0,0.83
Belgium,BEL,2002,1.06,0.3,0.38,0.89,1.01,0.17,0,0.44,0,0.84
Belgium,BEL,2003,1.07,0.3,0.38,0.9,1.02,0.17,0,0.44,0,0.85
